Signal,Ticker,Probability,Close,Start,End
buy,003560,0.546,319.0,20230221,20230227
sell,001570,0.588,39050.0,20230221,20230227
sell,016710,0.633,129300.0,20230221,20230227
buy,003090,0.551,17240.0,20230215,20230227
sell,001080,0.572,44950.0,20230217,20230227
buy,102460,0.569,18930.0,20230220,20230227
buy,000650,0.555,57900.0,20230223,20230227
buy,069640,0.504,2685.0,20230215,20230227
