Ticker,FullCode,Symbol,Signal,Probability,Start,End
067830,KR7067830000,세이브존I&C,hold,0.0,,
033530,KR7033530007,세종공업,buy,0.745,2022-11-18,2022-11-28
075580,KR7075580001,세진중공업,hold,0.0,,
027970,KR7027970003,세하,hold,0.0,,
308170,KR7308170000,센트랄모텍,hold,0.0,,
068270,KR7068270008,셀트리온,buy,0.855,2022-11-15,2022-11-28
336370,KR7336370002,솔루스첨단소재,hold,0.0,,
33637K,KR733637K010,솔루스첨단소재1우,hold,0.0,,
33637L,KR733637K028,솔루스첨단소재2우B,hold,0.0,,
248070,KR7248070005,솔루엠,hold,0.0,,
004430,KR7004430005,송원산업,buy,0.618,2022-11-24,2022-11-28
017550,KR7017550005,수산중공업,hold,0.0,,
053210,KR7053210001,스카이라이프,hold,0.0,,
026890,KR7026890004,스틱인베스트먼트,hold,0.0,,
134790,KR7134790005,시디즈,buy,0.705,2022-11-24,2022-11-28
016590,KR7016590002,신대양제지,hold,0.0,,
029530,KR7029530003,신도리코,hold,0.0,,
004970,KR7004970000,신라교역,hold,0.0,,
011930,KR7011930005,신성이엔지,hold,0.0,,
005390,KR7005390000,신성통상,hold,0.0,,
004170,KR7004170007,신세계,buy,0.904,2022-11-16,2022-11-28
035510,KR7035510007,신세계 I&C,hold,0.0,,
034300,KR7034300004,신세계건설,hold,0.0,,
031430,KR7031430002,신세계인터내셔날,buy,0.781,2022-11-18,2022-11-28
031440,KR7031440001,신세계푸드,hold,0.0,,
006880,KR7006880009,신송홀딩스,buy,0.895,2022-11-16,2022-11-28
005800,KR7005800008,신영와코루,hold,0.0,,
001720,KR7001720002,신영증권,hold,0.0,,
001725,KR7001721000,신영증권우,hold,0.0,,
009270,KR7009270000,신원,hold,0.0,,
002700,KR7002700003,신일전자,hold,0.0,,
002870,KR7002870004,신풍,hold,0.0,,
019170,KR7019170000,신풍제약,buy,0.915,2022-11-21,2022-11-28
019175,KR7019171008,신풍제약우,buy,0.88,2022-11-22,2022-11-28
293940,KR7293940003,신한알파리츠,hold,0.0,,
055550,KR7055550008,신한지주,hold,0.0,,
004080,KR7004080008,신흥,sell,0.637,2022-11-23,2022-11-28
102280,KR7102280005,쌍방울,hold,0.0,,
003410,KR7003410008,쌍용C&E,buy,0.833,2022-11-18,2022-11-28
004770,KR7004770004,써니전자,hold,0.0,,
004920,KR7004920005,씨아이테크,hold,0.0,,
112610,KR7112610001,씨에스윈드,sell,0.627,2022-11-15,2022-11-28
008700,KR7008700007,아남전자,hold,0.0,,
002790,KR7002790004,아모레G,hold,0.0,,
00279K,KR700279K010,아모레G3우(전환),hold,0.0,,
002795,KR7002791002,아모레G우,hold,0.0,,
090430,KR7090430000,아모레퍼시픽,hold,0.0,,
090435,KR7090431008,아모레퍼시픽우,hold,0.0,,
002030,KR7002030005,아세아,hold,0.0,,
183190,KR7183190008,아세아시멘트,hold,0.0,,
002310,KR7002310001,아세아제지,hold,0.0,,
012170,KR7012170007,아센디오,buy,0.896,2022-11-21,2022-11-28
267850,KR7267850006,아시아나IDT,hold,0.0,,
020560,KR7020560009,아시아나항공,hold,0.0,,
122900,KR7122900004,아이마켓코리아,buy,0.893,2022-11-15,2022-11-28
010780,KR7010780005,아이에스동서,hold,0.0,,
139990,KR7139990006,아주스틸,hold,0.0,,
001780,KR7001780006,알루코,buy,0.609,2022-11-18,2022-11-28
018250,KR7018250001,애경산업,buy,0.827,2022-11-23,2022-11-28
161000,KR7161000005,애경케미칼,hold,0.0,,
011090,KR7011090008,에넥스,hold,0.0,,
137310,KR7137310009,에스디바이오센서,buy,0.852,2022-11-18,2022-11-28
005850,KR7005850003,에스엘,hold,0.0,,
010580,KR7010580009,에스엠벡셀,hold,0.0,,
012750,KR7012750006,에스원,buy,0.903,2022-11-21,2022-11-28
023960,KR7023960008,에쓰씨엔지니어링,hold,0.0,,
298690,KR7298690009,에어부산,buy,0.826,2022-11-17,2022-11-28
140910,KR7140910001,에이리츠,hold,0.0,,
078520,KR7078520004,에이블씨엔씨,hold,0.0,,
015260,KR7015260003,에이엔피,hold,0.0,,
007460,KR7007460009,에이프로젠,hold,0.0,,
003060,KR7003060001,에이프로젠제약,hold,0.0,,
244920,KR7244920005,에이플러스에셋,hold,0.0,,
036570,KR7036570000,엔씨소프트,hold,0.0,,
380440,KR7380440008,엔에이치스팩19호,hold,0.0,,
085310,KR7085310001,엔케이,hold,0.0,,
900140,KYG5307W1015,엘브이엠씨홀딩스,hold,0.0,,
097520,KR7097520001,엠씨넥스,hold,0.0,,
014440,KR7014440002,영보화학,hold,0.0,,
111770,KR7111770004,영원무역,hold,0.0,,
009970,KR7009970005,영원무역홀딩스,hold,0.0,,
003520,KR7003520004,영진약품,buy,0.789,2022-11-17,2022-11-28
000670,KR7000670000,영풍,buy,0.765,2022-11-23,2022-11-28
006740,KR7006740005,영풍제지,hold,0.0,,
012280,KR7012280004,영화금속,hold,0.0,,
012160,KR7012160008,영흥,hold,0.0,,
015360,KR7015360001,예스코홀딩스,hold,0.0,,
007310,KR7007310006,오뚜기,hold,0.0,,
002630,KR7002630002,오리엔트바이오,hold,0.0,,
271560,KR7271560005,오리온,hold,0.0,,
001800,KR7001800002,오리온홀딩스,hold,0.0,,
011690,KR7011690005,와이투솔루션,hold,0.0,,
070960,KR7070960000,용평리조트,hold,0.0,,
316140,KR7316140003,우리금융지주,sell,0.948,2022-11-21,2022-11-28
010050,KR7010050003,우리종금,sell,0.765,2022-11-21,2022-11-28
006980,KR7006980007,우성,buy,0.833,2022-11-15,2022-11-28
017370,KR7017370008,우신시스템,hold,0.0,,
105840,KR7105840003,우진,hold,0.0,,
010400,KR7010400000,우진아이엔에스,hold,0.0,,
049800,KR7049800006,우진플라임,hold,0.0,,
016880,KR7016880007,웅진,buy,0.9,2022-11-18,2022-11-28
095720,KR7095720009,웅진씽크빅,hold,0.0,,
005820,KR7005820006,원림,hold,0.0,,
010600,KR7010600005,웰바이오텍,hold,0.0,,
008600,KR7008600009,윌비스,hold,0.0,,
033270,KR7033270000,유나이티드제약,hold,0.0,,
014830,KR7014830004,유니드,hold,0.0,,
000910,KR7000910000,유니온,hold,0.0,,
047400,KR7047400007,유니온머티리얼,hold,0.0,,
011330,KR7011330008,유니켐,hold,0.0,,
077500,KR7077500007,유니퀘스트,hold,0.0,,
002920,KR7002920007,유성기업,hold,0.0,,
000700,KR7000700005,유수홀딩스,hold,0.0,,
003470,KR7003470002,유안타증권,hold,0.0,,
003475,KR7003471000,유안타증권우,hold,0.0,,
072130,KR7072130008,유엔젤,hold,0.0,,
000220,KR7000220004,유유제약,hold,0.0,,
000225,KR7000221002,유유제약1우,hold,0.0,,
000227,KR7000222000,유유제약2우B,buy,0.726,2022-11-17,2022-11-28
001200,KR7001200005,유진투자증권,sell,0.703,2022-11-21,2022-11-28
000100,KR7000100008,유한양행,buy,0.71,2022-11-24,2022-11-28
000105,KR7000101006,유한양행우,hold,0.0,,
003460,KR7003460003,유화증권,hold,0.0,,
003465,KR7003461001,유화증권우,hold,0.0,,
008730,KR7008730004,율촌화학,buy,0.909,2022-11-11,2022-11-28
008250,KR7008250003,이건산업,hold,0.0,,
025820,KR7025820002,이구산업,hold,0.0,,
214320,KR7214320004,이노션,hold,0.0,,
088260,KR7088260005,이리츠코크렙,hold,0.0,,
139480,KR7139480008,이마트,buy,0.866,2022-11-17,2022-11-28
007660,KR7007660004,이수페타시스,hold,0.0,,
005950,KR7005950001,이수화학,buy,0.857,2022-11-21,2022-11-28
015020,KR7015020001,이스타코,buy,0.874,2022-11-16,2022-11-28
093230,KR7093230001,이아이디,hold,0.0,,
074610,KR7074610007,이엔플러스,hold,0.0,,
102460,KR7102460003,이연제약,buy,0.827,2022-11-16,2022-11-28
084680,KR7084680008,이월드,buy,0.618,2022-11-24,2022-11-28
350520,KR7350520003,이지스레지던스리츠,hold,0.0,,
334890,KR7334890001,이지스밸류리츠,hold,0.0,,
000760,KR7000760009,이화산업,hold,0.0,,
014990,KR7014990006,인디에프,hold,0.0,,
101140,KR7101140002,인바이오젠,hold,0.0,,
006490,KR7006490007,인스코비,hold,0.0,,
023800,KR7023800006,인지컨트롤스,sell,0.666,2022-11-23,2022-11-28
034590,KR7034590000,인천도시가스,hold,0.0,,
129260,KR7129260006,인터지스,hold,0.0,,
023810,KR7023810005,인팩,hold,0.0,,
249420,KR7249420001,일동제약,hold,0.0,,
000230,KR7000230003,일동홀딩스,buy,0.851,2022-11-22,2022-11-28
013360,KR7013360003,일성건설,hold,0.0,,
003120,KR7003120003,일성신약,hold,0.0,,
003200,KR7003200003,일신방직,hold,0.0,,
007110,KR7007110000,일신석재,hold,0.0,,
007570,KR7007570005,일양약품,buy,0.902,2022-11-21,2022-11-28
007575,KR7007571003,일양약품우,buy,0.85,2022-11-17,2022-11-28
008500,KR7008500001,일정실업,hold,0.0,,
081000,KR7081000002,일진다이아,buy,0.806,2022-11-18,2022-11-28
020760,KR7020760005,일진디스플,buy,0.732,2022-11-21,2022-11-28
020150,KR7020150009,일진머티리얼즈,hold,0.0,,
103590,KR7103590006,일진전기,hold,0.0,,
271940,KR7271940009,일진하이솔루스,hold,0.0,,
015860,KR7015860000,일진홀딩스,hold,0.0,,
226320,KR7226320000,잇츠한불,hold,0.0,,
317400,KR7317400000,자이에스앤디,hold,0.0,,
033240,KR7033240003,자화전자,hold,0.0,,
000950,KR7000950006,전방,hold,0.0,,
348950,KR7348950007,제이알글로벌리츠,hold,0.0,,
194370,KR7194370003,제이에스코퍼레이션,buy,0.863,2022-11-16,2022-11-28
030000,KR7030000004,제일기획,hold,0.0,,
271980,KR7271980005,제일약품,buy,0.861,2022-11-17,2022-11-28
001560,KR7001560002,제일연마,hold,0.0,,
002620,KR7002620003,제일파마홀딩스,hold,0.0,,
006220,KR7006220008,제주은행,hold,0.0,,
089590,KR7089590004,제주항공,hold,0.0,,
004910,KR7004910006,조광페인트,hold,0.0,,
004700,KR7004700001,조광피혁,hold,0.0,,
001550,KR7001550003,조비,hold,0.0,,
000480,KR7000480004,조선내화,hold,0.0,,
120030,KR7120030002,조선선재,hold,0.0,,
018470,KR7018470005,조일알미늄,hold,0.0,,
002600,KR7002600005,조흥,sell,0.71,2022-11-22,2022-11-28
185750,KR7185750007,종근당,hold,0.0,,
063160,KR7063160006,종근당바이오,buy,0.865,2022-11-17,2022-11-28
001630,KR7001630003,종근당홀딩스,hold,0.0,,
044380,KR7044380004,주연테크,sell,0.869,2022-11-21,2022-11-28
013890,KR7013890009,지누스,hold,0.0,,
013870,KR7013870001,지엠비코리아,hold,0.0,,
071320,KR7071320006,지역난방공사,hold,0.0,,
035000,KR7035000009,지투알,hold,0.0,,
088790,KR7088790001,진도,hold,0.0,,
003780,KR7003780004,진양산업,hold,0.0,,
010640,KR7010640001,진양폴리,hold,0.0,,
100250,KR7100250000,진양홀딩스,hold,0.0,,
051630,KR7051630002,진양화학,hold,0.0,,
272450,KR7272450008,진에어,buy,0.905,2022-11-21,2022-11-28
011000,KR7011000007,진원생명과학,hold,0.0,,
002780,KR7002780005,진흥기업,hold,0.0,,
002787,KR7002782001,진흥기업2우B,hold,0.0,,
002785,KR7002781003,진흥기업우B,buy,0.694,2022-11-17,2022-11-28
009310,KR7009310004,참엔지니어링,hold,0.0,,
000650,KR7000650002,천일고속,hold,0.0,,
033250,KR7033250002,체시스,hold,0.0,,
118000,KR7118000009,초록뱀헬스케어,hold,0.0,,
035720,KR7035720002,카카오,hold,0.0,,
323410,KR7323410001,카카오뱅크,buy,0.773,2022-11-18,2022-11-28
377300,KR7377300009,카카오페이,buy,0.87,2022-11-18,2022-11-28
006380,KR7006380000,카프로,buy,0.893,2022-11-16,2022-11-28
001620,KR7001620004,케이비아이동국실업,hold,0.0,,
029460,KR7029460003,케이씨,hold,0.0,,
281820,KR7281820001,케이씨텍,hold,0.0,,
381970,KR7381970003,케이카,hold,0.0,,
145270,KR7145270005,케이탑리츠,hold,0.0,,
357120,KR7357120005,코람코에너지리츠,hold,0.0,,
007815,KR7007811003,코리아써우,hold,0.0,,
007810,KR7007810005,코리아써키트,buy,0.613,2022-11-17,2022-11-28
00781K,KR700781K015,코리아써키트2우B,hold,0.0,,
003690,KR7003690005,코리안리,hold,0.0,,
192820,KR7192820009,코스맥스,hold,0.0,,
044820,KR7044820009,코스맥스비티아이,hold,0.0,,
005070,KR7005070008,코스모신소재,hold,0.0,,
005420,KR7005420005,코스모화학,hold,0.0,,
071950,KR7071950000,코아스,hold,0.0,,
002020,KR7002020006,코오롱,hold,0.0,,
003070,KR7003070000,코오롱글로벌,hold,0.0,,
003075,KR7003071008,코오롱글로벌우,hold,0.0,,
002025,KR7002021004,코오롱우,hold,0.0,,
120110,KR7120110002,코오롱인더,buy,0.833,2022-11-16,2022-11-28
120115,KR7120111000,코오롱인더우,hold,0.0,,
138490,KR7138490008,코오롱플라스틱,buy,0.906,2022-11-17,2022-11-28
021240,KR7021240007,코웨이,hold,0.0,,
036420,KR7036420008,콘텐트리중앙,hold,0.0,,
031820,KR7031820004,콤텍시스템,hold,0.0,,
192400,KR7192400000,쿠쿠홀딩스,buy,0.912,2022-10-25,2022-11-28
284740,KR7284740008,쿠쿠홈시스,hold,0.0,,
015590,KR7015590003,큐로,hold,0.0,,
264900,KR7264900002,크라운제과,hold,0.0,,
26490K,KR726490K013,크라운제과우,hold,0.0,,
005740,KR7005740006,크라운해태홀딩스,hold,0.0,,
005745,KR7005741004,크라운해태홀딩스우,hold,0.0,,
259960,KR7259960003,크래프톤,buy,0.787,2022-11-21,2022-11-28
020120,KR7020120002,키다리스튜디오,hold,0.0,,
039490,KR7039490008,키움증권,sell,0.848,2022-11-23,2022-11-28
014580,KR7014580005,태경비케이,hold,0.0,,
015890,KR7015890007,태경산업,hold,0.0,,
006890,KR7006890008,태경케미컬,hold,0.0,,
003240,KR7003240009,태광산업,hold,0.0,,
011280,KR7011280005,태림포장,hold,0.0,,
004100,KR7004100004,태양금속,hold,0.0,,
004105,KR7004101002,태양금속우,hold,0.0,,
009410,KR7009410002,태영건설,hold,0.0,,
009415,KR7009411000,태영건설우,hold,0.0,,
001420,KR7001420009,태원물산,hold,0.0,,
007980,KR7007980006,태평양물산,hold,0.0,,
055490,KR7055490007,테이팩스,hold,0.0,,
078000,KR7078000007,텔코웨어,hold,0.0,,
214420,KR7214420002,토니모리,hold,0.0,,
019180,KR7019180009,티에이치엔,hold,0.0,,
363280,KR7363280009,티와이홀딩스,buy,0.859,2022-11-18,2022-11-28
36328K,KR736328K013,티와이홀딩스우,hold,0.0,,
091810,KR7091810002,티웨이항공,hold,0.0,,
004870,KR7004870002,티웨이홀딩스,hold,0.0,,
005690,KR7005690003,파미셀,buy,0.881,2022-11-16,2022-11-28
036580,KR7036580009,팜스코,hold,0.0,,
004720,KR7004720009,팜젠사이언스,buy,0.91,2022-11-15,2022-11-28
028670,KR7028670008,팬오션,hold,0.0,,
010820,KR7010820009,퍼스텍,hold,0.0,,
016800,KR7016800005,퍼시스,hold,0.0,,
001020,KR7001020007,페이퍼코리아,hold,0.0,,
090080,KR7090080003,평화산업,buy,0.75,2022-11-18,2022-11-28
010770,KR7010770006,평화홀딩스,hold,0.0,,
058430,KR7058430000,포스코스틸리온,hold,0.0,,
047050,KR7047050000,포스코인터내셔널,hold,0.0,,
003670,KR7003670007,포스코케미칼,hold,0.0,,
017810,KR7017810003,풀무원,hold,0.0,,
103140,KR7103140000,풍산,hold,0.0,,
005810,KR7005810007,풍산홀딩스,hold,0.0,,
950210,KR8702070002,프레스티지바이오파마,hold,0.0,,
009810,KR7009810003,플레이그램,hold,0.0,,
086790,KR7086790003,하나금융지주,sell,0.75,2022-11-21,2022-11-28
293480,KR7293480000,하나제약,hold,0.0,,
039130,KR7039130000,하나투어,hold,0.0,,
352820,KR7352820005,하이브,hold,0.0,,
071090,KR7071090005,하이스틸,hold,0.0,,
000080,KR7000080002,하이트진로,buy,0.893,2022-11-21,2022-11-28
000087,KR7000082008,하이트진로2우B,buy,0.929,2022-11-21,2022-11-28
000140,KR7000140004,하이트진로홀딩스,buy,0.879,2022-11-18,2022-11-28
000145,KR7000141002,하이트진로홀딩스우,hold,0.0,,
152550,KR7152550000,한국ANKOR유전,hold,0.0,,
036460,KR7036460004,한국가스공사,hold,0.0,,
005430,KR7005430004,한국공항,hold,0.0,,
071050,KR7071050009,한국금융지주,hold,0.0,,
071055,KR7071051007,한국금융지주우,hold,0.0,,
010040,KR7010040004,한국내화,hold,0.0,,
025540,KR7025540006,한국단자,hold,0.0,,
004090,KR7004090007,한국석유,hold,0.0,,
002200,KR7002200004,한국수출포장,hold,0.0,,
002960,KR7002960003,한국쉘석유,hold,0.0,,
000240,KR7000240002,한국앤컴퍼니,hold,0.0,,
123890,KR7123890006,한국자산신탁,hold,0.0,,
015760,KR7015760002,한국전력,hold,0.0,,
006200,KR7006200000,한국전자홀딩스,hold,0.0,,
009540,KR7009540006,한국조선해양,buy,0.622,2022-11-16,2022-11-28
023350,KR7023350002,한국종합기술,hold,0.0,,
025890,KR7025890005,한국주강,hold,0.0,,
000970,KR7000970004,한국주철관,hold,0.0,,
104700,KR7104700000,한국철강,hold,0.0,,
017960,KR7017960006,한국카본,buy,0.816,2022-11-17,2022-11-28
161890,KR7161890009,한국콜마,hold,0.0,,
024720,KR7024720005,한국콜마홀딩스,hold,0.0,,
161390,KR7161390000,한국타이어앤테크놀로지,hold,0.0,,
034830,KR7034830000,한국토지신탁,hold,0.0,,
007280,KR7007280001,한국특강,hold,0.0,,
168490,KR7168490001,한국패러랠,hold,0.0,,
010100,KR7010100006,한국프랜지,hold,0.0,,
047810,KR7047810007,한국항공우주,buy,0.751,2022-11-11,2022-11-28
123690,KR7123690000,한국화장품,hold,0.0,,
003350,KR7003350006,한국화장품제조,buy,0.642,2022-11-15,2022-11-28
011500,KR7011500006,한농화성,hold,0.0,,
002390,KR7002390003,한독,buy,0.84,2022-11-17,2022-11-28
053690,KR7053690004,한미글로벌,hold,0.0,,
042700,KR7042700005,한미반도체,hold,0.0,,
008930,KR7008930000,한미사이언스,buy,0.941,2022-11-21,2022-11-28
128940,KR7128940004,한미약품,buy,0.87,2022-11-21,2022-11-28
009240,KR7009240003,한샘,hold,0.0,,
020000,KR7020000006,한섬,hold,0.0,,
003680,KR7003680006,한성기업,hold,0.0,,
105630,KR7105630008,한세실업,buy,0.848,2022-11-16,2022-11-28
069640,KR7069640001,한세엠케이,hold,0.0,,
016450,KR7016450009,한세예스24홀딩스,hold,0.0,,
010420,KR7010420008,한솔PNS,hold,0.0,,
009180,KR7009180001,한솔로지스틱스,hold,0.0,,
213500,KR7213500002,한솔제지,sell,0.824,2022-11-21,2022-11-28
014680,KR7014680003,한솔케미칼,hold,0.0,,
004710,KR7004710000,한솔테크닉스,hold,0.0,,
004150,KR7004150009,한솔홀딩스,hold,0.0,,
025750,KR7025750001,한솔홈데코,sell,0.619,2022-11-22,2022-11-28
004960,KR7004960001,한신공영,sell,0.903,2022-11-21,2022-11-28
011700,KR7011700002,한신기계,buy,0.896,2022-11-17,2022-11-28
001750,KR7001750009,한양증권,hold,0.0,,
001755,KR7001751007,한양증권우,buy,0.904,2022-11-17,2022-11-28
018880,KR7018880005,한온시스템,hold,0.0,,
009420,KR7009420001,한올바이오파마,buy,0.864,2022-11-21,2022-11-28
014130,KR7014130009,한익스프레스,hold,0.0,,
300720,KR7300720000,한일시멘트,hold,0.0,,
002220,KR7002220002,한일철강,hold,0.0,,
006390,KR7006390009,한일현대시멘트,hold,0.0,,
003300,KR7003300001,한일홀딩스,hold,0.0,,
051600,KR7051600005,한전KPS,hold,0.0,,
052690,KR7052690005,한전기술,buy,0.865,2022-11-17,2022-11-28
130660,KR7130660004,한전산업,hold,0.0,,
002320,KR7002320000,한진,buy,0.701,2022-11-16,2022-11-28
003480,KR7003480001,한진중공업홀딩스,sell,0.782,2022-11-15,2022-11-28
180640,KR7180640005,한진칼,buy,0.742,2022-11-11,2022-11-28
18064K,KR718064K016,한진칼우,hold,0.0,,
005110,KR7005110002,한창,hold,0.0,,
009460,KR7009460007,한창제지,sell,0.74,2022-11-23,2022-11-28
372910,KR7372910000,한컴라이프케어,buy,0.872,2022-11-18,2022-11-28
000880,KR7000880005,한화,hold,0.0,,
00088K,KR700088K015,한화3우B,hold,0.0,,
088350,KR7088350004,한화생명,hold,0.0,,
000370,KR7000370007,한화손해보험,hold,0.0,,
009830,KR7009830001,한화솔루션,sell,0.828,2022-11-18,2022-11-28
009835,KR7009831009,한화솔루션우,sell,0.912,2022-11-08,2022-11-28
272210,KR7272210006,한화시스템,buy,0.924,2022-11-16,2022-11-28
012450,KR7012450003,한화에어로스페이스,hold,0.0,,
000885,KR7000881003,한화우,hold,0.0,,
003530,KR7003530003,한화투자증권,hold,0.0,,
003535,KR7003531001,한화투자증권우,hold,0.0,,
195870,KR7195870001,해성디에스,hold,0.0,,
101530,KR7101530004,해태제과식품,sell,0.908,2022-11-21,2022-11-28
143210,KR7143210003,핸즈코퍼레이션,hold,0.0,,
000720,KR7000720003,현대건설,buy,0.791,2022-11-18,2022-11-28
267270,KR7267270007,현대건설기계,hold,0.0,,
000725,KR7000721001,현대건설우,hold,0.0,,
005440,KR7005440003,현대그린푸드,hold,0.0,,
086280,KR7086280005,현대글로비스,buy,0.917,2022-11-16,2022-11-28
042670,KR7042670000,현대두산인프라코어,sell,0.861,2022-11-21,2022-11-28
064350,KR7064350002,현대로템,hold,0.0,,
079430,KR7079430005,현대리바트,hold,0.0,,
012330,KR7012330007,현대모비스,buy,0.882,2022-11-15,2022-11-28
010620,KR7010620003,현대미포조선,hold,0.0,,
069960,KR7069960003,현대백화점,hold,0.0,,
004560,KR7004560009,현대비앤지스틸,hold,0.0,,
004565,KR7004561007,현대비앤지스틸우,hold,0.0,,
004310,KR7004310009,현대약품,buy,0.922,2022-11-18,2022-11-28
322000,KR7322000001,현대에너지솔루션,hold,0.0,,
017800,KR7017800004,현대엘리베이,hold,0.0,,
307950,KR7307950006,현대오토에버,hold,0.0,,
011210,KR7011210002,현대위아,hold,0.0,,
267260,KR7267260008,현대일렉트릭,hold,0.0,,
004020,KR7004020004,현대제철,hold,0.0,,
329180,KR7329180004,현대중공업,hold,0.0,,
005380,KR7005380001,현대차,hold,0.0,,
005387,KR7005382007,현대차2우B,hold,0.0,,
005389,KR7005383005,현대차3우B,hold,0.0,,
005385,KR7005381009,현대차우,hold,0.0,,
001500,KR7001500008,현대차증권,hold,0.0,,
011760,KR7011760006,현대코퍼레이션,hold,0.0,,
227840,KR7227840006,현대코퍼레이션홀딩스,buy,0.703,2022-11-16,2022-11-28
126560,KR7126560002,현대퓨처넷,buy,0.767,2022-11-16,2022-11-28
001450,KR7001450006,현대해상,hold,0.0,,
057050,KR7057050007,현대홈쇼핑,hold,0.0,,
093240,KR7093240000,형지엘리트,hold,0.0,,
003010,KR7003010006,혜인,hold,0.0,,
111110,KR7111110003,호전실업,hold,0.0,,
008770,KR7008770000,호텔신라,hold,0.0,,
008775,KR7008771008,호텔신라우,buy,0.892,2022-11-18,2022-11-28
002460,KR7002460004,화성산업,hold,0.0,,
378850,KR7378850002,화승알앤에이,hold,0.0,,
241590,KR7241590009,화승엔터프라이즈,buy,0.768,2022-11-24,2022-11-28
006060,KR7006060008,화승인더,hold,0.0,,
013520,KR7013520002,화승코퍼레이션,hold,0.0,,
010690,KR7010690006,화신,hold,0.0,,
133820,KR7133820001,화인베스틸,buy,0.918,2022-11-18,2022-11-28
010660,KR7010660009,화천기계,sell,0.747,2022-11-23,2022-11-28
000850,KR7000850008,화천기공,hold,0.0,,
016580,KR7016580003,환인제약,hold,0.0,,
032560,KR7032560005,황금에스티,buy,0.94,2022-11-17,2022-11-28
004800,KR7004800009,효성,hold,0.0,,
094280,KR7094280005,효성ITX,sell,0.859,2022-11-24,2022-11-28
298040,KR7298040007,효성중공업,sell,0.738,2022-11-22,2022-11-28
298050,KR7298050006,효성첨단소재,hold,0.0,,
298020,KR7298020009,효성티앤씨,hold,0.0,,
298000,KR7298000001,효성화학,hold,0.0,,
093370,KR7093370005,후성,hold,0.0,,
081660,KR7081660003,휠라홀딩스,hold,0.0,,
005870,KR7005870001,휴니드,hold,0.0,,
079980,KR7079980009,휴비스,hold,0.0,,
005010,KR7005010004,휴스틸,hold,0.0,,
000540,KR7000540005,흥국화재,hold,0.0,,
000547,KR7000542001,흥국화재2우B,hold,0.0,,
000545,KR7000541003,흥국화재우,buy,0.896,2022-11-11,2022-11-28
003280,KR7003280005,흥아해운,hold,0.0,,
37550L,KR737550K029,DL이앤씨2우(전환),FileNotFoundError,0.0,,
432320,KR7432320000,KB스타리츠,FileNotFoundError,0.0,,
373220,KR7373220003,LG에너지솔루션,FileNotFoundError,0.0,,
357430,KR7357430008,마스턴프리미어리츠,FileNotFoundError,0.0,,
090370,KR7090370008,메타랩스,FileNotFoundError,0.0,,
396690,KR7396690000,미래에셋글로벌리츠,FileNotFoundError,0.0,,
030790,KR7030790000,비케이탑스,FileNotFoundError,0.0,,
007610,KR7007610009,선도전기,FileNotFoundError,0.0,,
021820,KR7021820006,세원정공,FileNotFoundError,0.0,,
012600,KR7012600003,센트럴인사이트,FileNotFoundError,0.0,,
126720,KR7126720002,수산인더스트리,FileNotFoundError,0.0,,
404990,KR7404990004,신한서부티엔디리츠,FileNotFoundError,0.0,,
003620,KR7003620002,쌍용차,FileNotFoundError,0.0,,
015540,KR7015540008,쎌마테라퓨틱스,FileNotFoundError,0.0,,
403550,KR7403550007,쏘카,FileNotFoundError,0.0,,
025620,KR7025620006,제이준코스메틱,FileNotFoundError,0.0,,
109070,KR7109070003,컨버즈,FileNotFoundError,0.0,,
417310,KR7417310000,코람코더원리츠,FileNotFoundError,0.0,,
019490,KR7019490002,하이트론,FileNotFoundError,0.0,,
060310,KR7060310000,3S,buy,0.937,2022-11-21,2022-11-28
054620,KR7054620000,APS홀딩스,sell,0.813,2022-11-22,2022-11-28
265520,KR7265520007,AP시스템,sell,0.809,2022-11-22,2022-11-28
211270,KR7211270004,AP위성,hold,0.0,,
032790,KR7032790008,BNGT,buy,0.806,2022-11-17,2022-11-28
013720,KR7013720008,CBI,buy,0.653,2022-11-24,2022-11-28
035760,KR7035760008,CJ ENM,hold,0.0,,
311690,KR7311690002,CJ 바이오사이언스,hold,0.0,,
051500,KR7051500007,CJ프레시웨이,buy,0.89,2022-11-10,2022-11-28
058820,KR7058820002,CMG제약,hold,0.0,,
023460,KR7023460009,CNH,hold,0.0,,
065770,KR7065770000,CS,hold,0.0,,
367340,KR7367340007,DB금융스팩8호,hold,0.0,,
367360,KR7367360005,DB금융스팩9호,hold,0.0,,
068790,KR7068790005,DMS,hold,0.0,,
241520,KR7241520006,DSC인베스트먼트,sell,0.871,2022-11-24,2022-11-28
245620,KR7245620000,EDGC,buy,0.937,2022-11-18,2022-11-28
037370,KR7037370004,EG,hold,0.0,,
050120,KR7050120005,ES큐브,hold,0.0,,
084180,KR7084180009,EV수성,hold,0.0,,
214270,KR7214270001,FSN,hold,0.0,,
130500,KR7130500002,GH신소재,hold,0.0,,
900290,HK0000307485,GRT,hold,0.0,,
083450,KR7083450007,GST,hold,0.0,,
297890,KR7297890006,HB솔루션,hold,0.0,,
078150,KR7078150000,HB테크놀러지,hold,0.0,,
195940,KR7195940002,HK이노엔,hold,0.0,,
028300,KR7028300002,HLB,buy,0.661,2022-11-24,2022-11-28
067630,KR7067630004,HLB생명과학,hold,0.0,,
047920,KR7047920004,HLB제약,buy,0.718,2022-11-24,2022-11-28
115450,KR7115450009,HLB테라퓨틱스,hold,0.0,,
036640,KR7036640001,HRS,buy,0.777,2022-11-11,2022-11-28
351340,KR7351340005,IBKS제13호스팩,hold,0.0,,
