Ticker,FullCode,Symbol,Signal,Probability,Start,End
204210,KR7204210009,모두투어리츠,hold,0,4885,
009680,KR7009680000,모토닉,hold,0,8460,
009580,KR7009580002,무림P&P,hold,0,4550,
009200,KR7009200007,무림페이퍼,hold,0,2730,
033920,KR7033920000,무학,hold,0,5140,
008420,KR7008420002,문배철강,hold,0,3715,
025560,KR7025560004,미래산업,hold,0,13700,
007120,KR7007120009,미래아이앤지,hold,0,302,
396690,KR7396690000,미래에셋글로벌리츠,hold,0,3830,
357250,KR7357250000,미래에셋맵스리츠,hold,0,3505,
085620,KR7085620003,미래에셋생명,hold,0,2860,
006800,KR7006800007,미래에셋증권,hold,0,6510,
00680K,KR700680K019,미래에셋증권2우B,hold,0,3840,
006805,KR7006801005,미래에셋증권우,hold,0,4400,
002840,KR7002840007,미원상사,hold,0,174000,
268280,KR7268280005,미원에스씨,hold,0,147500,
107590,KR7107590002,미원홀딩스,hold,0,112500,
134380,KR7134380005,미원화학,hold,0,65300,
003650,KR7003650009,미창석유,hold,0,73300,
155900,KR7155900004,바다로19호,hold,0,3020,
003610,KR7003610003,방림,hold,0,7920,
001340,KR7001340009,백광산업,hold,0,4685,
035150,KR7035150002,백산,hold,0,9070,
002410,KR7002410009,범양건영,hold,0,4380,
096300,KR7096300009,베트남개발1,hold,0,274,
007210,KR7007210008,벽산,hold,0,2295,
002760,KR7002760007,보락,hold,0,1545,
003850,KR7003850005,보령,hold,0,10750,
000890,KR7000890004,보해양조,hold,0,667,
003000,KR7003000007,부광약품,hold,0,8050,
001270,KR7001270008,부국증권,hold,0,19500,
001275,KR7001271006,부국증권우,hold,0,19250,
026940,KR7026940007,부국철강,hold,0,3765,
011390,KR7011390002,부산산업,hold,0,86400,
005030,KR7005030002,부산주공,hold,0,701,
002070,KR7002070001,비비안,hold,0,1450,
100220,KR7100220003,비상교육,hold,0,5900,
030790,KR7030790000,비케이탑스,hold,0,904,
005180,KR7005180005,빙그레,hold,0,52500,
003960,KR7003960002,사조대림,hold,0,30850,
008040,KR7008040008,사조동아원,hold,0,1735,
007160,KR7007160005,사조산업,hold,0,50700,
014710,KR7014710008,사조씨푸드,hold,0,5880,
006090,KR7006090005,사조오양,hold,0,10100,
001470,KR7001470004,삼부토건,hold,0,2265,
006400,KR7006400006,삼성SDI,hold,0,589000,
006405,KR7006401004,삼성SDI우,hold,0,296000,
006660,KR7006660005,삼성공조,hold,0,13250,
028260,KR7028260008,삼성물산,hold,0,115500,
02826K,KR702826K016,삼성물산우B,hold,0,109500,
207940,KR7207940008,삼성바이오로직스,hold,0,785000,
032830,KR7032830002,삼성생명,hold,0,65200,
018260,KR7018260000,삼성에스디에스,hold,0,144500,
028050,KR7028050003,삼성엔지니어링,hold,0,26250,
009150,KR7009150004,삼성전기,hold,0,160500,
009155,KR7009151002,삼성전기우,hold,0,90100,
005930,KR7005930003,삼성전자,hold,0,66500,
005935,KR7005931001,삼성전자우,hold,0,58200,
001360,KR7001360007,삼성제약,hold,0,3605,
010140,KR7010140002,삼성중공업,hold,0,5660,
010145,KR7010141000,삼성중공우,hold,0,236000,
016360,KR7016360000,삼성증권,hold,0,38050,
